unit,cycle,sensor_14,sensor_7,sensor_15,sensor_10,sensor_18,sensor_24,sensor_23,sensor_5,sensor_20,sensor_6,RUL
18,29,47.16,1394.96,522.43,554.63,8.3925,23.3274,38.87,642.41,392,1585.02,166
18,30,47.2,1395.56,522.37,554.9,8.3905,23.3546,39.18,642.0,392,1588.57,165
18,31,47.17,1404.1,522.32,554.16,8.4052,23.4109,39.1,642.1,391,1592.26,164
18,32,47.18,1394.26,522.64,554.44,8.409,23.4597,39.0,641.98,392,1580.23,163
18,33,47.3,1401.18,522.68,554.88,8.3906,23.3475,39.02,642.31,391,1580.6,162
18,34,47.05,1399.97,521.79,554.43,8.3703,23.3317,39.11,642.33,392,1583.0,161
18,35,47.18,1394.36,522.44,554.48,8.4074,23.398,38.84,642.47,391,1584.89,160
18,36,47.23,1399.61,522.56,553.99,8.4054,23.2457,39.09,642.06,393,1590.71,159
18,37,47.29,1392.82,522.06,554.76,8.4062,23.486,38.94,642.28,392,1587.03,158
18,38,47.17,1407.5,522.46,554.47,8.3683,23.4201,39.13,642.4,390,1584.49,157
18,39,47.36,1404.8,521.72,554.24,8.401,23.4609,39.13,642.73,391,1586.56,156
18,40,47.24,1402.17,522.56,554.34,8.4039,23.5294,39.04,642.39,392,1586.54,155
18,41,47.36,1403.69,522.55,553.68,8.3846,23.3992,39.04,642.56,392,1582.41,154
18,42,47.29,1391.59,522.36,554.32,8.3874,23.4594,39.13,642.02,392,1580.17,153
18,43,47.02,1396.26,522.43,553.72,8.4054,23.3709,39.09,641.34,393,1584.5,152
18,44,47.32,1399.81,523.2,554.45,8.4213,23.3803,38.95,642.36,394,1589.34,151
18,45,47.26,1397.54,522.77,554.12,8.4157,23.3931,38.96,642.12,394,1581.15,150
18,46,47.38,1404.38,522.16,554.6,8.4102,23.4673,39.03,642.28,392,1582.73,149
18,47,47.32,1395.33,522.54,553.6,8.4264,23.486,39.02,642.38,392,1586.87,148
18,48,47.08,1406.53,522.56,554.48,8.3754,23.3508,39.01,642.44,393,1587.51,147
18,49,47.09,1406.51,522.01,554.26,8.42,23.4727,38.95,642.13,392,1582.46,146
18,50,47.15,1389.54,522.14,554.24,8.3921,23.4438,39.12,642.01,392,1586.29,145
18,51,47.21,1394.35,522.25,554.7,8.4246,23.4403,38.98,642.62,392,1579.97,144
18,52,47.22,1395.27,522.25,554.05,8.4201,23.4214,38.95,641.76,391,1585.96,143
18,53,47.36,1397.47,522.72,553.82,8.4039,23.4062,39.06,642.21,391,1584.77,142
18,54,47.29,1395.13,521.85,554.6,8.3783,23.4104,38.94,642.22,391,1585.77,141
18,55,47.23,1397.52,522.28,554.18,8.387,23.3158,38.95,642.29,392,1576.47,140
18,56,47.15,1400.68,522.05,554.38,8.36,23.3274,39.12,642.01,392,1581.79,139
18,57,47.33,1402.57,522.37,554.41,8.3994,23.3882,39.06,642.32,393,1583.13,138
18,58,47.28,1398.06,522.52,553.89,8.4098,23.3903,38.98,641.86,390,1584.65,137
18,59,47.32,1399.84,522.41,554.36,8.442,23.4238,38.98,641.95,391,1583.05,136
18,60,47.25,1394.72,522.28,554.7,8.4094,23.348,38.92,642.7,393,1584.03,135
18,61,47.32,1403.36,522.03,554.64,8.4013,23.3724,39.03,641.99,392,1592.63,134
18,62,47.14,1396.77,521.77,554.17,8.3968,23.3002,38.93,642.52,390,1584.72,133
18,63,47.34,1397.66,522.27,553.58,8.3693,23.516,39.16,641.91,392,1581.59,132
18,64,47.19,1406.35,522.04,554.35,8.3938,23.3359,39.0,642.2,393,1588.24,131
18,65,47.21,1400.88,522.08,554.17,8.3843,23.4608,38.91,641.92,393,1592.11,130
18,66,47.25,1399.45,522.12,554.28,8.4302,23.3676,39.13,641.96,392,1586.68,129
18,67,47.12,1401.89,521.9,553.96,8.4307,23.3735,38.97,642.16,391,1588.45,128
18,68,47.37,1400.97,522.23,554.17,8.4359,23.4621,39.01,642.05,392,1589.56,127
18,69,47.12,1400.12,522.38,554.35,8.4231,23.4357,38.91,641.91,391,1581.06,126
18,70,47.07,1403.54,521.73,554.31,8.3974,23.3067,38.76,641.9,392,1588.15,125
18,71,47.16,1400.82,522.34,553.87,8.3866,23.3137,38.96,642.1,392,1584.7,124
18,72,47.15,1391.78,522.43,554.78,8.4192,23.4116,39.22,642.24,391,1584.34,123
18,73,47.35,1391.66,521.82,554.74,8.3926,23.4302,39.09,641.97,391,1577.0,122
18,74,47.24,1395.07,522.17,554.56,8.3808,23.3216,39.05,642.1,392,1584.06,121
18,75,47.25,1398.36,522.26,553.26,8.3971,23.3983,39.13,642.43,392,1576.32,120
18,76,47.29,1397.41,521.88,554.11,8.363,23.2577,38.89,641.89,393,1586.03,119
18,77,47.19,1393.92,522.18,554.86,8.3599,23.3231,39.0,642.5,392,1583.75,118
18,78,47.23,1400.5,522.25,553.98,8.3759,23.3331,39.01,642.12,392,1584.6,117
18,79,47.36,1399.94,522.02,554.66,8.3849,23.3346,39.13,642.17,391,1579.53,116
18,80,47.17,1410.9,522.16,554.17,8.406,23.3668,38.85,642.66,392,1593.04,115
18,81,47.26,1402.79,522.29,554.76,8.4095,23.3978,39.08,642.67,391,1582.84,114
18,82,47.09,1399.22,521.69,553.91,8.4407,23.239,39.03,642.07,393,1587.74,113
18,83,47.24,1403.44,522.01,553.76,8.4416,23.3372,39.13,642.34,393,1592.64,112
18,84,47.09,1397.41,522.14,554.04,8.4015,23.4021,38.95,642.09,392,1589.33,111
18,85,47.3,1401.56,522.37,553.94,8.4391,23.3582,38.78,642.09,392,1583.27,110
18,86,47.29,1403.07,522.58,553.97,8.3878,23.4095,39.13,642.25,392,1591.3,109
18,87,47.29,1394.99,521.75,554.53,8.3919,23.4634,38.86,642.06,391,1582.49,108
18,88,47.15,1401.22,522.07,554.32,8.4509,23.3098,39.04,641.84,393,1589.77,107
18,89,47.12,1400.59,521.81,553.94,8.4391,23.4089,39.04,642.38,391,1588.14,106
18,90,47.3,1392.63,522.07,554.97,8.4299,23.3423,38.66,642.74,393,1586.97,105
18,91,47.3,1400.36,522.02,554.23,8.3815,23.4079,38.99,642.48,392,1592.27,104
18,92,47.34,1401.38,522.51,553.38,8.4036,23.4669,38.98,642.55,392,1591.31,103
18,93,47.46,1398.8,522.39,554.55,8.3889,23.3003,39.01,642.67,393,1584.95,102
18,94,47.21,1393.97,522.12,554.63,8.3987,23.4619,38.92,641.73,392,1582.79,101
18,95,47.2,1398.09,522.24,554.8,8.4083,23.3255,38.88,642.19,392,1580.1,100
18,96,47.26,1399.31,522.6,554.6,8.3757,23.3862,38.89,642.0,392,1587.19,99
18,97,47.25,1400.55,522.25,554.65,8.3938,23.3256,39.06,642.18,393,1579.99,98
18,98,47.32,1399.2,521.76,554.23,8.4182,23.3368,39.06,642.54,393,1588.03,97
18,99,47.28,1400.65,522.54,553.98,8.4058,23.3504,39.03,642.51,390,1588.5,96
18,100,47.18,1410.56,521.75,554.24,8.4235,23.3536,39.0,642.44,394,1585.3,95
18,101,47.53,1401.78,521.71,553.73,8.438,23.348,38.82,642.23,392,1591.29,94
18,102,47.16,1399.41,522.17,554.16,8.4421,23.3604,39.0,641.74,393,1584.86,93
18,103,47.39,1395.61,521.69,553.59,8.4326,23.5415,38.87,642.59,392,1590.76,92
18,104,47.4,1398.49,521.9,554.37,8.4134,23.2726,38.86,642.15,391,1582.62,91
18,105,47.34,1401.67,521.43,554.01,8.4446,23.506,38.89,641.84,392,1589.47,90
18,106,47.29,1399.96,522.03,553.69,8.4204,23.3657,38.88,642.35,393,1591.63,89
18,107,47.27,1410.85,522.0,553.44,8.4153,23.4117,39.22,642.79,392,1591.51,88
18,108,47.24,1409.16,521.83,553.74,8.4134,23.2886,39.06,642.49,394,1590.9,87
18,109,47.27,1392.8,522.48,554.23,8.4141,23.4017,39.09,642.27,392,1590.55,86
18,110,47.37,1405.16,522.09,553.14,8.4556,23.3786,38.96,642.55,393,1586.44,85
18,111,47.28,1401.75,522.57,553.44,8.3795,23.3086,38.76,642.53,391,1582.44,84
18,112,47.34,1404.3,521.88,554.25,8.381,23.3279,38.92,642.34,391,1579.35,83
18,113,47.34,1403.82,522.39,554.02,8.4331,23.3641,39.01,642.69,392,1587.61,82
18,114,47.34,1404.07,521.86,553.42,8.4375,23.4542,38.94,642.23,392,1587.46,81
18,115,47.44,1406.5,522.02,554.13,8.4052,23.2573,38.99,641.71,392,1591.35,80
18,116,47.25,1410.57,521.71,553.62,8.444,23.3951,38.9,642.19,391,1583.87,79
18,117,47.23,1404.78,522.31,553.9,8.4498,23.3608,38.99,642.06,392,1583.79,78
18,118,47.46,1397.3,521.13,554.27,8.4467,23.389,38.93,642.43,391,1589.58,77
18,119,47.4,1404.23,522.04,554.56,8.4354,23.4318,38.86,641.9,392,1592.46,76
18,120,47.22,1405.99,522.23,554.22,8.4292,23.3621,39.03,642.21,393,1592.07,75
18,121,47.36,1399.33,521.65,554.09,8.4074,23.3686,38.89,642.52,391,1586.5,74
18,122,47.11,1400.36,521.92,553.72,8.4184,23.4212,39.06,642.86,394,1587.74,73
18,123,47.37,1394.88,522.52,554.33,8.4051,23.3722,38.92,642.57,391,1582.27,72
18,124,47.3,1400.11,521.88,554.02,8.3898,23.3311,39.1,642.21,392,1593.4,71
18,125,47.24,1398.29,521.79,554.2,8.3991,23.4273,38.87,642.0,393,1588.58,70
18,126,47.37,1396.3,522.07,554.87,8.4042,23.3313,38.99,642.37,392,1590.08,69
18,127,47.57,1407.98,521.78,554.75,8.4641,23.287,38.96,642.12,393,1589.53,68
18,128,47.35,1397.89,521.88,554.52,8.4255,23.3941,38.67,642.14,392,1591.4,67
18,129,47.42,1406.09,521.94,553.52,8.4045,23.2507,38.93,642.37,391,1593.56,66
18,130,47.34,1398.72,522.32,553.87,8.4203,23.3142,38.9,642.77,393,1594.14,65
18,131,47.26,1410.53,521.97,553.25,8.4357,23.2572,38.92,643.09,393,1591.11,64
18,132,47.43,1399.38,521.45,554.37,8.4232,23.316,38.76,642.82,393,1588.54,63
18,133,47.22,1405.97,522.1,553.88,8.4674,23.3347,38.79,642.66,392,1588.81,62
18,134,47.44,1403.88,522.06,553.83,8.4524,23.3867,38.83,642.6,393,1582.54,61
18,135,47.41,1405.34,521.66,553.81,8.4401,23.3456,38.91,642.54,392,1585.67,60
18,136,47.49,1403.88,522.33,553.71,8.4293,23.3646,38.95,642.32,395,1587.62,59
18,137,47.54,1400.15,522.04,553.68,8.4317,23.3933,38.89,642.74,393,1594.35,58
18,138,47.2,1409.01,522.07,553.55,8.4681,23.2783,38.93,642.59,394,1588.95,57
18,139,47.35,1397.75,522.03,553.03,8.4336,23.3199,38.71,642.44,394,1591.67,56
18,140,47.42,1402.13,521.68,553.05,8.4339,23.3742,38.85,642.02,394,1590.42,55
18,141,47.48,1403.87,521.57,554.45,8.4279,23.2611,38.98,642.42,392,1588.93,54
18,142,47.44,1410.8,521.71,553.6,8.4321,23.355,38.78,642.57,392,1589.41,53
18,143,47.4,1408.32,521.07,553.74,8.4616,23.2704,38.96,643.27,392,1589.81,52
18,144,47.54,1411.93,521.96,553.55,8.4174,23.4092,38.98,642.94,393,1585.94,51
18,145,47.49,1405.28,521.62,553.79,8.4263,23.3455,38.63,642.97,393,1591.89,50
18,146,47.31,1414.44,521.58,554.14,8.4438,23.2522,38.91,642.69,394,1589.1,49
18,147,47.56,1404.3,522.06,553.39,8.3921,23.3401,38.91,642.37,393,1592.68,48
18,148,47.38,1404.57,521.35,554.06,8.4605,23.2572,38.96,641.91,393,1589.12,47
18,149,47.42,1402.33,520.97,554.15,8.4081,23.339,38.76,642.87,393,1585.97,46
18,150,47.35,1403.39,521.2,553.3,8.4321,23.3118,38.86,642.45,395,1586.5,45
18,151,47.45,1412.38,522.04,552.74,8.4355,23.25,38.86,642.33,393,1593.51,44
18,152,47.56,1403.22,521.85,554.39,8.4385,23.3116,38.82,642.44,393,1591.49,43
18,153,47.56,1410.05,521.92,553.82,8.4785,23.1902,38.95,642.67,393,1586.35,42
18,154,47.47,1406.5,522.03,554.69,8.4757,23.3986,38.85,642.83,393,1587.07,41
18,155,47.59,1405.39,520.84,554.19,8.4184,23.2971,38.67,642.82,394,1597.04,40
18,156,47.63,1411.09,521.97,553.42,8.4523,23.3277,38.66,642.56,393,1591.75,39
18,157,47.67,1406.17,521.49,553.09,8.4395,23.3202,38.7,642.62,392,1591.55,38
18,158,47.63,1409.14,521.45,553.73,8.4415,23.3307,38.96,642.37,395,1587.54,37
18,159,47.5,1401.17,521.73,553.84,8.432,23.2662,38.87,642.95,393,1591.89,36
18,160,47.6,1411.22,521.85,554.1,8.4822,23.38,38.83,642.97,395,1595.36,35
18,161,47.7,1417.65,521.44,552.67,8.435,23.2671,38.89,642.73,394,1584.91,34
18,162,47.68,1407.02,521.47,553.83,8.4515,23.2158,38.95,642.49,392,1591.6,33
18,163,47.38,1416.27,521.49,553.45,8.4483,23.1824,38.71,642.85,394,1592.58,32
18,164,47.47,1410.04,521.63,553.66,8.4433,23.2063,38.83,642.41,395,1590.17,31
18,165,47.76,1408.19,521.42,553.28,8.4836,23.3115,38.72,643.06,396,1598.42,30
18,166,47.84,1414.9,521.97,554.0,8.4689,23.2631,38.69,642.64,395,1591.74,29
18,167,47.6,1416.13,521.83,552.71,8.4617,23.3384,38.52,642.34,393,1591.0,28
18,168,47.67,1403.83,521.57,553.79,8.4355,23.2874,38.85,642.39,394,1596.24,27
18,169,47.57,1409.68,521.64,553.57,8.4708,23.1785,38.55,642.92,394,1598.65,26
18,170,47.58,1411.21,521.14,554.36,8.4543,23.1904,38.76,643.04,394,1587.75,25
18,171,47.53,1412.38,520.76,552.88,8.4662,23.2531,38.74,642.84,394,1589.1,24
18,172,47.82,1406.05,521.35,553.15,8.4363,23.2209,38.85,643.47,394,1600.63,23
18,173,47.65,1419.76,521.47,553.16,8.4577,23.2467,38.72,642.66,394,1596.12,22
18,174,47.78,1416.74,520.73,553.04,8.4754,23.2433,38.9,642.79,397,1595.67,21
18,175,47.72,1422.39,521.27,553.4,8.4475,23.2019,38.72,642.76,395,1594.37,20
18,176,47.81,1415.26,521.36,554.07,8.468,23.2493,38.82,643.09,395,1596.47,19
18,177,47.65,1416.38,521.45,552.85,8.4567,23.1773,38.81,643.11,396,1602.3,18
18,178,47.78,1417.74,520.84,552.88,8.5067,23.1483,38.67,642.74,396,1599.44,17
18,179,47.58,1417.03,521.1,553.44,8.5244,23.1702,38.8,642.22,395,1601.1,16
18,180,47.76,1424.29,520.89,553.14,8.4783,23.2429,38.63,642.6,396,1602.68,15
18,181,47.91,1422.16,520.94,551.94,8.4915,23.0976,38.49,643.33,396,1600.23,14
18,182,47.81,1417.2,520.56,552.84,8.5002,23.1709,38.74,643.06,395,1608.95,13
18,183,47.85,1416.6,520.77,552.92,8.4876,23.0937,38.51,643.16,396,1599.22,12
18,184,47.88,1416.38,520.47,552.45,8.5388,23.0863,38.67,643.56,396,1604.92,11
18,185,47.63,1417.87,521.06,552.25,8.4848,23.1556,38.65,643.06,395,1601.27,10
18,186,47.99,1425.43,520.33,552.58,8.4843,23.0816,38.6,643.85,394,1597.23,9
18,187,48.15,1422.43,520.23,551.82,8.4426,23.0819,38.61,643.17,396,1600.39,8
18,188,47.77,1428.31,520.49,552.77,8.4999,23.2292,38.57,643.17,395,1602.0,7
18,189,47.93,1433.02,521.03,552.09,8.4955,23.1173,38.58,643.11,396,1601.04,6
18,190,47.97,1424.21,520.14,551.39,8.5376,23.0872,38.45,643.39,397,1603.13,5
18,191,47.87,1423.47,520.25,551.58,8.5102,23.1001,38.65,643.59,396,1606.51,4
18,192,48.1,1426.15,520.53,552.23,8.5372,22.9841,38.3,643.23,397,1602.92,3
18,193,48.3,1423.65,520.36,552.22,8.5429,23.1555,38.31,643.89,396,1603.03,2
18,194,48.14,1423.44,520.23,551.52,8.4945,23.0109,38.58,644.05,397,1609.52,1
18,195,48.01,1428.08,519.44,551.43,8.5132,23.0304,38.5,643.93,398,1601.0,0
19,1,47.64,1411.09,521.86,553.09,8.4148,23.2468,38.76,642.55,392,1589.99,157
19,2,47.46,1411.04,521.31,553.05,8.4086,23.2836,38.83,642.82,392,1587.77,156
19,3,47.46,1407.56,521.74,553.31,8.4316,23.2071,38.69,643.37,392,1587.33,155
19,4,47.55,1412.13,521.6,553.19,8.4634,23.2752,38.81,642.53,393,1590.93,154
19,5,47.53,1407.64,521.21,553.3,8.457,23.2524,38.79,642.41,393,1588.13,153
19,6,47.44,1406.78,521.57,553.57,8.4274,23.255,38.73,642.85,394,1596.95,152
19,7,47.66,1407.37,521.67,553.25,8.4279,23.3098,38.93,642.72,391,1587.07,151
19,8,47.48,1407.13,520.7,553.43,8.4393,23.3006,38.71,642.64,393,1590.03,150
19,9,47.59,1409.11,521.44,553.43,8.4269,23.2344,38.92,643.04,394,1591.23,149
19,10,47.56,1404.89,521.52,553.97,8.4081,23.2501,38.98,642.54,393,1588.75,148
19,11,47.57,1410.49,521.81,552.85,8.4605,23.3284,38.71,643.13,393,1593.97,147
19,12,47.61,1422.97,521.15,553.7,8.4289,23.2868,38.77,643.1,394,1594.98,146
19,13,47.6,1406.18,521.68,553.82,8.4508,23.2731,38.99,642.35,395,1587.05,145
19,14,47.58,1403.15,521.33,553.27,8.418,23.2526,38.7,643.21,394,1590.1,144
19,15,47.69,1407.62,521.03,553.73,8.4211,23.2853,38.77,642.75,393,1594.28,143
19,16,47.49,1407.83,521.47,553.02,8.4313,23.3046,38.75,642.2,395,1593.11,142
19,17,47.62,1406.05,521.9,552.47,8.435,23.2081,38.78,642.53,392,1591.36,141
19,18,47.4,1410.25,521.02,552.8,8.3976,23.2632,38.97,643.17,393,1588.99,140
19,19,47.59,1409.71,520.6,553.1,8.4309,23.3521,38.66,642.45,395,1594.35,139
19,20,47.71,1413.7,521.52,553.2,8.4356,23.3257,38.98,642.7,393,1588.53,138
19,21,47.48,1399.69,521.35,553.46,8.4498,23.324,38.83,642.76,393,1592.13,137
19,22,47.38,1409.84,522.09,553.6,8.4375,23.3018,38.92,642.23,394,1589.77,136
19,23,47.41,1404.17,521.02,553.1,8.471,23.3013,38.71,642.73,392,1596.05,135
19,24,47.74,1407.48,521.49,553.64,8.4323,23.3265,38.97,642.9,392,1592.19,134
19,25,47.63,1406.04,521.64,553.08,8.4403,23.3463,38.7,642.67,392,1584.52,133
19,26,47.44,1411.93,521.48,553.96,8.4408,23.2728,38.86,642.37,393,1588.86,132
19,27,47.49,1406.91,521.18,553.47,8.4714,23.3233,38.76,642.95,393,1585.16,131
19,28,47.37,1412.55,521.71,553.45,8.4498,23.3038,38.86,642.07,393,1581.79,130
19,29,47.53,1410.98,521.44,553.37,8.4473,23.3194,38.85,641.91,392,1589.32,129
19,30,47.62,1415.56,521.24,553.1,8.465,23.2854,39.02,642.54,393,1588.02,128
19,31,47.71,1404.5,521.43,552.4,8.4278,23.2491,38.82,642.69,393,1589.83,127
19,32,47.73,1411.99,521.18,553.26,8.4751,23.2388,38.74,642.85,395,1591.33,126
19,33,47.79,1407.84,521.13,553.2,8.4267,23.2431,38.8,642.96,393,1591.64,125
19,34,47.75,1409.47,521.44,553.24,8.4395,23.2897,38.6,642.62,393,1592.08,124
19,35,47.56,1413.73,521.68,553.09,8.4146,23.2405,38.68,642.65,393,1589.06,123
19,36,47.57,1412.15,521.34,553.19,8.4659,23.2373,38.94,642.83,392,1598.57,122
19,37,47.56,1412.13,521.05,553.31,8.4576,23.2959,38.83,642.86,394,1586.82,121
19,38,47.44,1410.74,521.35,553.3,8.4386,23.2437,38.79,642.85,393,1590.06,120
19,39,47.6,1413.22,521.21,553.4,8.4037,23.3472,38.85,642.23,394,1586.95,119
19,40,47.53,1411.83,521.67,552.94,8.411,23.2606,38.82,642.89,393,1593.28,118
19,41,47.55,1410.28,521.21,553.03,8.4308,23.3649,38.93,642.98,394,1591.07,117
19,42,47.51,1409.68,521.65,553.44,8.4375,23.2848,38.73,642.74,394,1591.26,116
19,43,47.66,1405.46,521.44,553.31,8.4716,23.3131,38.82,642.72,394,1588.17,115
19,44,47.52,1413.29,520.93,553.3,8.4691,23.3636,38.83,642.03,393,1589.56,114
19,45,47.57,1414.19,521.93,553.32,8.4268,23.1953,38.74,642.4,394,1592.17,113
19,46,47.75,1412.07,521.25,553.01,8.461,23.3367,38.9,642.68,393,1587.13,112
19,47,47.54,1407.34,521.04,552.54,8.4621,23.2939,38.87,642.58,392,1592.34,111
19,48,47.56,1418.49,521.45,553.05,8.443,23.3338,38.79,642.73,392,1594.93,110
19,49,47.72,1407.59,520.89,552.81,8.4381,23.3476,38.88,642.76,393,1589.66,109
19,50,47.57,1415.17,521.39,553.3,8.4007,23.2549,38.96,642.77,395,1593.96,108
19,51,47.47,1413.7,521.43,553.54,8.4484,23.2234,38.96,642.51,394,1589.74,107
19,52,47.64,1407.06,521.8,552.69,8.4823,23.3347,38.81,642.43,394,1593.84,106
19,53,47.65,1409.99,521.22,553.04,8.4307,23.2343,38.74,643.06,395,1595.02,105
19,54,47.71,1413.44,521.57,552.63,8.4485,23.2657,38.77,642.79,393,1597.75,104
19,55,47.83,1409.11,521.52,552.96,8.4162,23.2501,38.78,642.69,393,1596.13,103
19,56,47.56,1415.05,521.22,553.37,8.4502,23.2757,38.83,642.86,393,1583.82,102
19,57,47.52,1410.83,520.98,552.8,8.4327,23.2607,38.97,642.85,393,1591.29,101
19,58,47.69,1408.77,520.88,553.11,8.4629,23.2729,38.87,642.74,395,1592.6,100
19,59,47.52,1411.34,521.04,552.81,8.4765,23.3375,38.87,642.67,394,1591.8,99
19,60,47.73,1410.58,520.76,552.91,8.4315,23.3252,38.64,642.68,394,1587.38,98
19,61,47.65,1417.8,521.04,553.16,8.4434,23.2856,38.96,642.49,394,1593.31,97
19,62,47.77,1408.57,520.8,552.73,8.4276,23.2194,38.69,642.28,394,1590.47,96
19,63,47.63,1406.06,521.12,553.26,8.4876,23.2116,38.74,642.36,394,1591.45,95
19,64,47.48,1409.48,520.99,553.76,8.4468,23.3097,38.75,643.01,391,1581.87,94
19,65,47.68,1408.12,521.77,552.79,8.4475,23.3028,38.84,642.84,393,1597.85,93
19,66,47.61,1411.13,521.04,553.99,8.4398,23.2549,38.73,643.15,393,1585.97,92
19,67,47.68,1410.7,520.94,552.19,8.421,23.2641,38.76,642.55,394,1591.7,91
19,68,47.6,1405.31,521.07,553.75,8.4522,23.3544,38.67,642.65,394,1586.14,90
19,69,47.42,1411.62,521.02,553.8,8.4255,23.2372,38.6,642.8,393,1601.78,89
19,70,47.62,1409.27,521.27,553.4,8.4017,23.3041,38.7,642.64,392,1593.92,88
19,71,47.7,1410.85,521.04,553.06,8.452,23.3074,38.72,643.33,393,1590.68,87
19,72,47.55,1417.08,520.95,552.72,8.4253,23.2404,38.75,643.07,393,1592.08,86
19,73,47.65,1412.83,521.13,552.71,8.468,23.4029,38.71,643.18,393,1583.11,85
19,74,47.77,1409.74,521.07,553.52,8.4727,23.2137,39.05,642.57,394,1595.49,84
19,75,47.69,1408.82,521.28,553.69,8.4515,23.3202,38.58,643.17,394,1590.45,83
19,76,47.57,1410.25,521.01,552.86,8.4145,23.3368,38.72,643.09,394,1585.28,82
19,77,47.73,1414.26,521.2,553.04,8.4324,23.2269,38.9,642.9,395,1595.62,81
19,78,47.76,1411.63,521.92,553.35,8.4589,23.2324,38.69,642.84,395,1589.09,80
19,79,47.4,1404.56,521.31,552.45,8.4235,23.2652,38.66,643.02,393,1593.79,79
19,80,47.6,1416.52,520.81,553.25,8.4338,23.2186,38.61,642.67,394,1597.33,78
19,81,47.57,1420.9,521.58,553.43,8.4484,23.191,38.82,644.12,393,1601.29,77
19,82,47.46,1410.12,521.3,552.83,8.4622,23.3299,38.72,642.98,394,1598.06,76
19,83,47.65,1405.56,520.89,552.79,8.3989,23.1632,38.7,642.67,394,1595.65,75
19,84,47.63,1414.02,520.8,553.51,8.4648,23.1799,38.82,642.76,395,1591.22,74
19,85,47.87,1409.01,520.45,553.73,8.447,23.2447,38.76,643.04,393,1590.63,73
19,86,47.59,1410.08,521.03,553.13,8.4399,23.2445,38.79,643.01,393,1590.1,72
19,87,47.5,1416.18,521.38,553.24,8.4614,23.234,38.72,642.75,394,1595.77,71
19,88,47.64,1416.46,521.19,552.59,8.4559,23.2013,38.72,642.94,395,1589.1,70
19,89,47.71,1420.29,520.66,551.72,8.4657,23.2285,38.52,642.77,394,1592.83,69
19,90,47.7,1411.48,521.32,552.63,8.4397,23.2118,38.75,642.81,393,1593.35,68
19,91,47.88,1412.8,521.19,552.66,8.4723,23.2277,38.95,643.1,394,1589.44,67
19,92,47.7,1410.56,521.09,553.11,8.4285,23.2234,38.82,642.78,394,1595.75,66
19,93,47.6,1409.66,520.43,553.0,8.4571,23.2608,38.8,642.9,393,1593.94,65
19,94,47.75,1418.85,521.3,553.44,8.469,23.1863,38.7,643.66,394,1597.84,64
19,95,47.68,1414.33,520.56,552.45,8.4677,23.3249,38.66,643.08,394,1595.72,63
19,96,47.89,1415.37,521.27,552.67,8.4674,23.1194,38.7,643.05,395,1598.49,62
19,97,47.96,1409.89,521.32,552.27,8.4809,23.2867,38.61,643.21,395,1593.51,61
19,98,47.66,1412.37,521.23,552.59,8.4436,23.3202,38.65,643.26,393,1594.33,60
19,99,47.79,1410.87,521.36,552.97,8.451,23.2509,38.71,642.98,394,1594.07,59
19,100,47.67,1413.53,520.43,552.94,8.4545,23.2006,38.71,643.21,393,1602.29,58
19,101,47.73,1416.79,520.67,552.75,8.4078,23.3293,38.8,643.21,393,1596.3,57
19,102,47.78,1412.9,520.63,552.77,8.4626,23.2054,38.83,643.0,394,1591.51,56
19,103,47.63,1415.31,521.03,553.75,8.4862,23.2268,38.74,642.36,395,1595.3,55
19,104,47.79,1415.89,521.06,552.69,8.5036,23.2781,38.57,643.14,392,1588.39,54
19,105,47.88,1414.04,520.78,552.58,8.4978,23.1176,38.59,642.86,394,1591.8,53
19,106,47.71,1416.23,520.46,552.85,8.4865,23.1649,38.5,642.86,393,1603.02,52
19,107,47.81,1416.08,521.26,552.99,8.4806,23.1997,38.76,643.23,393,1593.86,51
19,108,47.72,1411.25,520.72,551.81,8.4685,23.2061,38.79,642.56,395,1590.57,50
19,109,47.76,1411.54,521.01,552.93,8.4792,23.1424,38.62,642.96,394,1596.82,49
19,110,47.81,1415.7,520.81,552.47,8.4965,23.2228,38.73,643.32,395,1596.73,48
19,111,47.87,1419.58,520.88,552.76,8.4634,23.1583,38.8,643.27,395,1595.25,47
19,112,47.86,1417.79,521.07,552.22,8.4829,23.2076,38.66,643.15,395,1605.35,46
19,113,47.54,1412.57,521.17,552.07,8.4688,23.1186,38.65,643.76,394,1600.85,45
19,114,47.92,1422.4,520.94,552.66,8.5157,23.2054,38.74,643.37,394,1596.4,44
19,115,47.77,1416.77,520.56,553.55,8.4464,23.2296,38.68,642.86,394,1597.55,43
19,116,47.81,1415.88,521.09,552.24,8.4579,23.1796,38.74,642.72,394,1587.14,42
19,117,47.59,1418.86,521.19,552.53,8.4721,23.2648,38.76,642.67,395,1592.63,41
19,118,47.8,1417.01,520.52,552.52,8.4841,23.205,38.62,643.06,394,1601.12,40
19,119,47.78,1415.64,520.67,552.23,8.482,23.0846,38.67,642.99,393,1597.58,39
19,120,47.77,1416.67,520.3,552.56,8.4613,23.2771,38.46,643.44,392,1590.1,38
19,121,47.82,1416.42,520.32,551.56,8.485,23.1826,38.64,643.2,395,1600.66,37
19,122,47.85,1417.15,520.52,551.98,8.5054,23.2121,38.51,643.91,396,1587.38,36
19,123,47.99,1421.98,520.78,552.2,8.4379,23.131,38.59,642.49,395,1598.16,35
19,124,47.8,1419.84,520.08,551.84,8.4868,23.0959,38.6,642.9,393,1595.48,34
